frame,track_id,class_name,x1,y1,x2,y2,confidence,speed,direction
6,2,car,400,285,447,338,0.8091491460800171,0.0,0
6,3,person,573,258,608,378,0.8320252299308777,0.5,0
6,4,car,0,219,304,479,0.5960221290588379,11.510864433221338,-3.0981417581982624
6,5,bus,451,182,539,348,0.9249090552330017,1.118033988749895,-2.677945044588987
6,6,car,0,282,48,396,0.534216046333313,6.18465843842649,2.896613990462929
6,7,person,614,266,639,434,0.6298454999923706,4.272001872658765,1.2120256565243244
6,8,truck,0,217,305,479,0.6768465638160706,11.045361017187261,-3.050932766389048
6,10,car,294,284,327,336,0.512901246547699,0.0,0
7,1,car,323,293,393,354,0.8913145661354065,1.118033988749895,2.677945044588987
7,2,car,399,285,447,338,0.7945687770843506,0.5,0
7,3,person,574,258,608,378,0.8371276259422302,1.118033988749895,0.4636476090008061
7,4,car,0,218,297,479,0.6357564330101013,6.576473218982953,-2.988943325194528
7,5,bus,450,181,539,349,0.9207263588905334,0.0,0
7,7,person,615,267,639,424,0.4751640558242798,1.5,3.141592653589793
7,8,truck,0,215,297,480,0.6022811532020569,7.0710678118654755,-2.999695598985629
7,10,car,292,285,333,336,0.5331934094429016,3.0,3.141592653589793
8,1,car,322,293,392,354,0.8859884738922119,1.5811388300841898,2.819842099193151
8,2,car,399,285,447,339,0.7829165458679199,0.5,0
8,3,person,574,258,609,378,0.852948784828186,0.5,0
8,5,bus,450,180,539,349,0.9034977555274963,0.5,0
8,7,person,616,264,639,400,0.5186242461204529,4.527692569068709,-1.460139105621001
8,8,car,0,215,291,479,0.6993714570999146,4.031128874149275,-3.017237659043032
8,10,car,292,284,335,336,0.42189571261405945,2.0615528128088303,0.24497866312686414
9,1,car,320,294,392,354,0.8810970783233643,1.0,0
9,2,car,399,285,446,339,0.7311432361602783,0.5,0
9,3,person,574,260,609,378,0.8099749088287354,0.5,0
9,4,truck,0,213,284,479,0.49282610416412354,0.0,0
9,5,bus,449,180,539,349,0.9160283803939819,0.5,0
9,7,person,616,266,639,397,0.5382732152938843,13.509256086106296,-1.5337762109209665
9,8,car,0,214,283,479,0.5138587951660156,3.0413812651491097,-2.976443976175166
9,9,person,603,270,621,338,0.30921050906181335,0.0,0
9,10,car,292,285,335,336,0.485876202583313,1.118033988749895,-0.4636476090008061
9,11,traffic light,298,209,311,248,0.3115905821323395,0,0
10,1,car,318,293,391,355,0.8997333645820618,1.118033988749895,2.677945044588987
10,2,car,398,285,446,340,0.7453376054763794,0.5,0
10,3,person,574,260,611,381,0.8441281318664551,1.0,0
10,4,truck,0,209,275,479,0.6802265048027039,6.96419413859206,-2.774418819771574
10,5,bus,449,180,539,350,0.9089536666870117,0.5,0
10,7,person,617,274,639,391,0.5544201731681824,0.5,0
10,8,car,0,211,275,479,0.5452427864074707,4.031128874149275,-3.017237659043032
10,10,truck,295,286,335,336,0.3100663721561432,0.5,0
11,1,car,317,294,390,357,0.8696030974388123,1.5,3.141592653589793
11,2,car,397,286,445,340,0.6833727359771729,0.7071067811865476,0
11,3,person,574,260,612,382,0.8560672402381897,1.8027756377319946,0.982793723247329
11,4,car,0,205,266,479,0.5977617502212524,4.924428900898052,-2.723368324010564
11,5,bus,448,179,539,352,0.9119009375572205,0.5,0
11,7,person,616,265,639,389,0.5882354974746704,1.118033988749895,1.1071487177940904
11,8,truck,0,205,266,479,0.5263022780418396,4.272001872658765,-2.782821983319221
11,10,car,298,287,335,338,0.37258413434028625,1.5811388300841898,0.3217505543966422
12,1,car,316,295,388,358,0.8610087633132935,1.8027756377319946,2.158798930342464
12,2,car,397,286,444,342,0.6151935458183289,1.118033988749895,2.677945044588987
12,3,person,575,259,612,383,0.8499772548675537,0.7071067811865476,0
12,4,truck,0,203,258,479,0.6451457142829895,4.924428900898052,-2.723368324010564
12,5,bus,447,179,539,354,0.9031640291213989,0.7071067811865476,0
12,7,person,616,265,639,387,0.5591001510620117,5.522680508593631,-1.6614562139956417
12,8,car,0,203,259,479,0.47004014253616333,5.408326913195984,-2.5535900500422257
12,10,car,299,288,335,339,0.3077482283115387,2.1213203435596424,0.7853981633974483
13,1,car,313,296,386,360,0.8438817858695984,1.8027756377319946,2.5535900500422257
13,2,car,397,287,445,343,0.6833698153495789,1.118033988749895,2.0344439357957027
13,3,person,576,260,611,385,0.8539276719093323,0.5,0
13,4,car,0,201,250,479,0.4204963147640228,4.123105625617661,-2.896613990462929
13,5,bus,446,179,539,354,0.9067473411560059,1.118033988749895,2.0344439357957027
13,7,person,617,268,639,389,0.5649476647377014,1.0,0
13,8,truck,0,201,250,479,0.3183150887489319,3.640054944640259,-2.8632929945846817
13,10,car,301,291,335,341,0.3077238202095032,1.118033988749895,1.1071487177940904
14,1,car,311,297,385,362,0.8560842871665955,2.9154759474226504,2.601173153319209
14,2,car,396,289,445,344,0.7175495028495789,1.118033988749895,1.1071487177940904
14,3,person,577,261,614,386,0.8456370830535889,1.5,1.5707963267948966
14,4,car,0,200,249,479,0.3232528865337372,4.123105625617661,-2.896613990462929
14,5,bus,446,179,539,356,0.9161565899848938,0.5,0
14,7,person,617,269,639,380,0.5248585343360901,2.5495097567963922,1.373400766945016
14,8,truck,0,201,248,479,0.5735356211662292,4.6097722286464435,-2.922923707715851
14,10,car,302,293,338,340,0.6207932829856873,2.692582403567252,1.1902899496825317
15,1,car,309,298,384,363,0.854844331741333,2.1213203435596424,2.356194490192345
15,2,car,395,290,443,345,0.5647411942481995,1.5811388300841898,1.892546881191539
15,3,person,578,261,615,385,0.8447625041007996,2.23606797749979,0.4636476090008061
15,4,truck,0,198,239,479,0.5862744450569153,0.7071067811865476,0
15,5,bus,446,179,540,357,0.9183092713356018,1.0,0
15,7,person,617,268,639,378,0.5607013702392578,4.0,-1.5707963267948966
15,8,bus,0,200,239,479,0.3834245502948761,1.0,0
15,10,car,304,292,340,341,0.3472338020801544,2.0615528128088303,0.24497866312686414
16,1,car,307,299,384,365,0.8739792108535767,1.8027756377319946,2.5535900500422257
16,2,car,394,290,444,346,0.4978981018066406,1.8027756377319946,2.5535900500422257
16,3,person,578,261,616,386,0.8402397036552429,1.118033988749895,-0.4636476090008061
16,4,truck,0,197,229,479,0.6279524564743042,5.0990195135927845,-2.9441970937399127
16,5,bus,446,179,541,358,0.9161272644996643,0.7071067811865476,0
16,7,person,618,268,639,375,0.550072193145752,1.5,-1.5707963267948966
17,1,car,306,300,383,366,0.8769931793212891,1.8027756377319946,2.158798930342464
17,2,car,393,292,443,347,0.5569205284118652,0.5,0
17,3,person,580,261,619,389,0.8478764295578003,0.7071067811865476,0
17,4,train,0,201,215,479,0.6229058504104614,5.024937810560445,-3.0419240010986313
17,5,bus,446,178,541,359,0.9187107086181641,0.7071067811865476,0
17,7,person,621,269,639,375,0.5011206269264221,1.5811388300841898,-1.2490457723982544
18,1,car,305,299,383,367,0.8650732040405273,1.4142135623730951,2.356194490192345
18,2,car,392,292,444,348,0.644618034362793,1.8027756377319946,2.158798930342464
18,3,person,581,262,619,390,0.8629538416862488,2.9154759474226504,0.5404195002705842
18,4,train,0,201,198,479,0.3172418773174286,7.280109889280518,2.8632929945846817
18,5,bus,445,179,542,360,0.92279452085495,0.0,0
18,7,person,621,269,639,375,0.6115351319313049,1.5811388300841898,0.3217505543966422
18,8,car,0,203,195,479,0.35407891869544983,0.0,0
19,1,car,302,299,382,369,0.8397256135940552,0.5,0
19,2,car,393,293,443,350,0.5792734622955322,0.5,0
19,3,person,582,263,620,390,0.8591696619987488,1.118033988749895,1.1071487177940904
19,4,car,0,206,180,478,0.3805708587169647,8.5,3.141592653589793
19,5,bus,445,178,542,362,0.9129152894020081,1.0,0
19,7,person,621,270,639,375,0.5715384483337402,0.0,0
19,8,train,0,205,181,479,0.4421836733818054,22.051077071199945,3.0735161953317935
19,12,motorcycle,170,302,226,421,0.3058985769748688,0,0
20,1,car,300,300,381,369,0.8519913554191589,2.23606797749979,2.677945044588987
20,2,car,393,293,443,350,0.5355899930000305,1.5,1.5707963267948966
20,3,person,582,266,620,391,0.8682906627655029,1.118033988749895,0.4636476090008061
20,5,bus,444,179,543,363,0.9153294563293457,0.5,0
20,7,person,620,274,639,376,0.5153270959854126,0.5,0
20,8,car,0,204,165,479,0.3431292474269867,7.0710678118654755,2.999695598985629
20,12,person,181,272,221,392,0.34029752016067505,0.0,0
21,1,car,298,301,380,372,0.8626900315284729,1.5811388300841898,2.819842099193151
21,2,car,395,293,443,351,0.5745246410369873,0.0,0
21,3,person,584,267,621,392,0.8795061111450195,2.0,1.5707963267948966
21,5,bus,444,178,545,364,0.9133028388023376,1.0,0
21,7,person,621,276,639,375,0.43608519434928894,2.5495097567963922,1.7681918866447774
21,8,car,0,201,155,479,0.5756804347038269,8.0156097709407,-3.079173843593836
21,12,person,183,277,217,393,0.45969510078430176,29.652150006365474,-1.4694498235292288
22,1,car,297,301,379,373,0.8664342761039734,2.5,2.214297435588181
22,2,car,395,293,444,352,0.5664693117141724,1.118033988749895,0.4636476090008061
22,3,person,585,267,622,392,0.871255099773407,1.8027756377319946,0.5880026035475675
22,4,car,0,198,132,480,0.4232173562049866,0.0,0
22,5,bus,444,178,545,365,0.9192786812782288,1.0,0
22,7,person,627,275,639,429,0.3354330360889435,0.7071067811865476,0
22,8,bus,0,200,131,479,0.7150838971138,5.220153254455275,-2.8501358591119264
22,12,person,173,273,209,397,0.3666033148765564,3.1622776601683795,1.892546881191539
22,13,bus,551,264,593,343,0.3665499985218048,0,0
22,14,person,229,308,242,346,0.31877991557121277,0,0
23,1,car,295,302,378,374,0.8364802002906799,1.118033988749895,2.677945044588987
23,2,car,394,294,445,353,0.6119502186775208,0.7071067811865476,0
23,3,person,586,268,625,393,0.8601459860801697,1.0,0
23,5,bus,444,179,545,366,0.9156285524368286,0.5,0
23,7,person,624,276,639,421,0.43667858839035034,26.669270706189174,1.458068715204519
23,8,bus,0,196,108,479,0.83599853515625,12.010412149464313,-3.099950074491205
23,12,person,134,266,204,432,0.5064285397529602,9.0,3.141592653589793
23,13,bus,553,265,593,343,0.48908135294914246,0.0,0
23,14,person,230,309,243,347,0.3740852177143097,0.0,0
23,15,person,229,309,239,347,0.32009661197662354,0,0
24,1,car,293,303,377,375,0.8841820359230042,1.8027756377319946,2.5535900500422257
24,2,car,394,295,444,354,0.6262868642807007,1.0,0
24,3,person,588,269,626,393,0.858632504940033,2.23606797749979,0.4636476090008061
24,5,bus,444,178,546,366,0.9206519722938538,1.0,0
24,8,bus,0,200,85,479,0.7383134365081787,11.672617529928752,-2.969401839066854
24,12,person,131,267,201,405,0.758149266242981,26.076809620810597,2.5748634360662868
24,13,bus,553,262,595,344,0.460984468460083,1.118033988749895,0.4636476090008061
24,14,person,230,312,244,347,0.39578092098236084,1.4142135623730951,0.7853981633974483
25,1,car,291,303,377,377,0.8796003460884094,1.8027756377319946,2.5535900500422257
25,2,car,394,295,444,354,0.5960514545440674,1.118033988749895,2.0344439357957027
25,3,person,590,270,626,394,0.8425720930099487,1.5811388300841898,0.3217505543966422
25,5,bus,443,177,546,368,0.9208427667617798,0.7071067811865476,0
25,8,bus,0,202,64,479,0.5290923118591309,11.672617529928752,2.969401839066854
25,12,person,123,272,192,409,0.3505035936832428,13.341664064126334,-1.7975951748487824
25,13,bus,555,265,595,346,0.6721327304840088,1.4142135623730951,-0.7853981633974483
25,14,person,237,312,250,348,0.38448911905288696,1.5811388300841898,1.2490457723982544
26,1,car,289,305,375,379,0.8856462836265564,1.4142135623730951,2.356194490192345
26,2,car,394,296,445,355,0.621049165725708,0.0,0
26,3,person,591,270,629,396,0.8336822986602783,1.4142135623730951,0.7853981633974483
26,5,bus,442,177,546,369,0.9182475209236145,0.7071067811865476,0
26,12,person,134,273,188,408,0.502817690372467,9.617692030835672,2.654693421778524
26,13,bus,556,268,596,346,0.5120976567268372,2.692582403567252,1.1902899496825317
26,14,person,237,310,249,348,0.4321775734424591,6.519202405202649,0.07677189126977804
26,15,person,233,312,244,348,0.3173103630542755,0.0,0
27,1,car,287,305,374,379,0.8891131281852722,2.8284271247461903,2.356194490192345
27,2,car,394,297,445,357,0.6485179662704468,1.118033988749895,1.1071487177940904
27,3,person,592,271,630,396,0.8108275532722473,2.23606797749979,0.4636476090008061
27,5,bus,441,177,547,370,0.9204869866371155,0.7071067811865476,0
27,6,car,0,299,42,412,0.7003304958343506,0.0,0
27,12,person,137,273,179,410,0.4077940881252289,3.5,0.0
27,13,bus,556,268,597,345,0.5646577477455139,1.8027756377319946,0.982793723247329
27,14,person,239,311,250,349,0.3893369138240814,1.118033988749895,-2.0344439357957027
27,16,person,216,307,229,350,0.31903713941574097,0,0
28,1,car,284,306,372,380,0.8393867611885071,1.5,3.141592653589793
28,2,car,393,297,444,357,0.6251023411750793,1.5,1.5707963267948966
28,3,person,593,271,630,396,0.8138250112533569,1.118033988749895,0.4636476090008061
28,5,bus,441,177,547,371,0.9165124297142029,0.5,0
28,6,car,0,300,51,409,0.7127445340156555,16.77050983124842,1.750649826587375
28,12,person,126,274,172,411,0.7140735387802124,3.1622776601683795,2.819842099193151
28,13,bus,555,269,598,348,0.6979855895042419,0.7071067811865476,0
28,14,person,239,313,250,350,0.38642996549606323,1.8027756377319946,0.5880026035475675
28,15,person,233,312,244,350,0.34913575649261475,0.0,0
28,16,person,220,308,233,351,0.552936315536499,0.0,0
28,17,person,245,311,256,350,0.3468603491783142,0,0
28,18,person,193,301,209,351,0.34267503023147583,0,0
29,1,car,282,307,371,382,0.8667322993278503,2.692582403567252,2.761086276477428
29,2,car,393,298,443,358,0.6093003153800964,1.0,0
29,3,person,593,270,630,397,0.8387422561645508,0.5,0
29,5,bus,442,177,547,372,0.9172220826148987,0.5,0
29,6,car,0,298,61,417,0.8131842613220215,4.6097722286464435,-0.21866894587394195
29,12,person,93,274,164,415,0.4651472568511963,9.055385138137417,3.0309354324158977
29,13,bus,557,269,599,348,0.7577611804008484,2.0,1.5707963267948966
29,15,person,232,311,243,351,0.41133031249046326,1.0,0
29,16,person,219,308,232,351,0.40320199728012085,4.123105625617661,0.24497866312686414
29,17,person,243,311,256,350,0.3544282019138336,0.0,0
30,1,car,280,307,370,383,0.8714786767959595,2.1213203435596424,2.356194490192345
30,2,car,393,298,444,359,0.5576398372650146,1.118033988749895,2.0344439357957027
30,3,person,594,269,635,398,0.8735783696174622,0.0,0
30,5,bus,442,177,547,373,0.9272313117980957,0.7071067811865476,0
30,6,car,0,299,70,414,0.7298040986061096,5.830951894845301,0.5404195002705842
30,12,person,111,272,159,415,0.6480042934417725,20.59732992404598,3.0443394553382275
30,13,bus,558,271,600,349,0.7827492356300354,1.5,0.0
30,15,person,233,311,242,351,0.32465511560440063,1.0,0
30,16,person,222,309,233,352,0.3698059916496277,1.0,0
30,17,person,242,312,256,351,0.5841439962387085,1.0,0
31,1,car,277,308,368,385,0.879831075668335,1.5811388300841898,2.819842099193151
31,2,car,392,299,443,359,0.6651824712753296,0.7071067811865476,0
31,3,person,596,270,634,400,0.8769489526748657,3.0,0.0
31,5,bus,440,176,548,374,0.9329057335853577,0.5,0
31,6,car,0,299,78,410,0.6952002048492432,4.6097722286464435,-0.21866894587394195
31,12,person,81,274,147,413,0.4831405580043793,6.576473218982953,-0.15264932839526515
31,13,bus,559,271,600,350,0.7616189122200012,1.8027756377319946,0.982793723247329
31,14,person,239,314,251,351,0.3714931905269623,0.0,0
31,15,person,233,314,243,351,0.3134658932685852,0.0,0
31,16,person,222,312,233,353,0.3324670195579529,2.23606797749979,0.4636476090008061
31,17,person,245,315,257,351,0.4291103482246399,1.118033988749895,2.0344439357957027
32,1,car,275,308,367,386,0.8998365998268127,2.9154759474226504,2.601173153319209
32,2,car,392,299,443,360,0.6402767896652222,1.118033988749895,2.677945044588987
32,3,person,597,269,636,400,0.8574040532112122,1.5811388300841898,1.2490457723982544
32,5,bus,441,176,548,375,0.9359747171401978,0.5,0
32,6,car,0,298,69,413,0.76387619972229,4.47213595499958,-0.4636476090008061
32,12,person,92,273,141,427,0.6317033767700195,21.0,3.141592653589793
32,13,bus,558,272,602,350,0.7675738334655762,0.7071067811865476,0
32,14,person,237,314,251,351,0.40894636511802673,1.118033988749895,1.1071487177940904
32,15,person,236,314,247,352,0.42734038829803467,1.5811388300841898,1.2490457723982544
32,16,person,222,312,235,353,0.3439018726348877,2.0,1.5707963267948966
32,17,person,246,315,257,351,0.4036713242530823,2.5,0.6435011087932844
33,1,car,272,309,366,387,0.901906430721283,1.5811388300841898,2.819842099193151
33,2,car,392,300,443,361,0.6538728475570679,0.5,0
33,3,person,598,271,636,400,0.8570829033851624,1.5811388300841898,-0.3217505543966422
33,4,motorcycle,47,300,133,476,0.6872130632400513,0.0,0
33,5,bus,440,175,548,376,0.9423574805259705,0.7071067811865476,0
33,6,car,0,300,63,412,0.8363584876060486,4.6097722286464435,2.922923707715851
33,12,person,80,272,130,430,0.626239538192749,6.96419413859206,1.2036224929766774
33,13,bus,559,271,604,350,0.662804126739502,0.7071067811865476,0
33,14,person,239,314,253,352,0.3147840201854706,1.0,0
33,15,person,236,315,247,352,0.48676520586013794,3.5355339059327378,0.14189705460416394
33,16,person,224,312,235,353,0.4186926782131195,1.0,0
33,17,person,247,315,259,352,0.4432721436023712,0.5,0
34,1,car,269,310,364,388,0.9031845331192017,2.23606797749979,2.677945044588987
34,2,car,392,300,442,361,0.6561703085899353,1.0,0
34,3,person,599,272,637,400,0.8745340704917908,1.118033988749895,1.1071487177940904
34,4,motorcycle,32,301,127,480,0.7316526770591736,54.56189146281496,1.115345255544003
34,5,bus,439,174,549,376,0.9322184920310974,0.5,0
34,6,car,0,300,57,408,0.5774873495101929,3.0413812651491097,2.976443976175166
34,12,person,65,270,125,431,0.6043233871459961,11.543396380615196,3.054854314913808
34,13,bus,560,272,604,350,0.7838268280029297,1.5811388300841898,-0.3217505543966422
34,14,person,238,315,249,352,0.3830004334449768,2.0615528128088303,0.24497866312686414
34,15,person,237,314,246,353,0.4347619414329529,0.5,0
34,17,person,247,316,259,353,0.43155670166015625,1.5811388300841898,0.3217505543966422
35,1,car,266,309,363,389,0.881542980670929,2.692582403567252,2.761086276477428
35,2,car,392,300,442,362,0.6953248977661133,0.5,0
35,3,person,599,273,637,400,0.8597471714019775,1.118033988749895,0.4636476090008061
35,4,motorcycle,25,304,117,479,0.6552190780639648,10.793516572461451,2.907849472720892
35,5,bus,439,173,549,377,0.9292839169502258,0.5,0
35,6,car,0,302,43,409,0.48151060938835144,3.605551275463989,-2.5535900500422257
35,12,person,56,272,114,430,0.7156299352645874,10.012492197250394,-3.0916342578678506
35,13,bus,561,273,605,350,0.8439875245094299,0.7071067811865476,0
35,15,person,237,315,246,353,0.37343886494636536,0.0,0
35,17,person,246,315,260,353,0.4530383348464966,1.0,0
36,1,car,263,309,360,390,0.8791544437408447,2.0,3.141592653589793
36,2,car,391,301,441,363,0.6821199655532837,0.5,0
36,3,person,599,273,638,401,0.8770825862884521,0.5,0
36,4,motorcycle,13,300,107,479,0.7565968632698059,8.558621384311845,3.024483909022929
36,5,bus,438,172,550,378,0.9317492842674255,0.0,0
36,12,person,44,273,106,429,0.35568761825561523,10.012492197250394,3.0916342578678506
36,13,bus,561,273,605,351,0.81745845079422,1.118033988749895,0.4636476090008061
36,14,person,239,315,248,354,0.3944033682346344,0.0,0
36,15,person,236,314,246,354,0.4584104120731354,0.5,0
36,17,person,247,314,261,354,0.6026576161384583,0.5,0
37,1,car,260,309,359,391,0.8854982256889343,3.0413812651491097,2.976443976175166
37,2,car,389,301,441,363,0.7009055018424988,1.4142135623730951,2.356194490192345
37,3,person,600,273,638,402,0.8787964582443237,0.7071067811865476,0
37,4,motorcycle,0,304,99,479,0.5942002534866333,11.180339887498949,-2.961739153797315
37,5,bus,438,171,549,379,0.9315261244773865,0.0,0
37,8,person,1,272,90,433,0.5413458347320557,0.0,0
37,12,person,34,272,91,435,0.5065919756889343,10.0,3.141592653589793
37,13,bus,563,273,605,351,0.7421969175338745,0.5,0
37,14,person,240,315,249,354,0.31458136439323425,1.0,0
37,15,person,239,315,247,353,0.3660687804222107,0.5,0
37,17,person,244,315,260,354,0.5533266663551331,1.0,0
38,1,car,257,309,358,393,0.9093654751777649,2.0615528128088303,2.896613990462929
38,2,car,388,301,440,364,0.7169696688652039,1.0,0
38,3,person,601,274,638,402,0.8532487154006958,0.7071067811865476,0
38,4,motorcycle,0,308,83,479,0.6310747861862183,10.688779163215974,2.9533711482850227
38,5,bus,438,170,550,379,0.9312211871147156,0.5,0
38,8,person,5,273,78,439,0.5159610509872437,18.062391868188442,0.7266423406817256
38,13,bus,563,273,605,352,0.7263423800468445,1.0,0
38,17,person,244,317,261,355,0.4486933648586273,2.0615528128088303,2.896613990462929
39,1,car,253,309,356,395,0.9031249284744263,2.23606797749979,2.677945044588987
39,2,car,388,302,439,364,0.6877226233482361,1.118033988749895,2.677945044588987
39,3,person,601,274,638,402,0.8596370220184326,0.7071067811865476,0
39,4,motorcycle,0,316,72,479,0.6224601864814758,8.246211251235321,2.896613990462929
39,5,bus,437,170,550,379,0.9272804260253906,0.7071067811865476,0
39,8,person,3,270,59,443,0.4891285300254822,5.315072906367325,2.4227626539681686
39,12,car,44,304,139,405,0.6611314415931702,0.0,0
39,13,bus,565,273,607,351,0.7430306673049927,0.5,0
40,1,car,249,310,353,395,0.9022496938705444,3.1622776601683795,2.819842099193151
40,2,car,387,302,439,365,0.7367585897445679,0.7071067811865476,0
40,3,person,602,275,639,403,0.8548174500465393,0.0,0
40,4,motorcycle,0,325,62,478,0.5649549961090088,6.800735254367722,2.5127963671743605
40,5,bus,435,169,549,379,0.926652193069458,0.5,0
40,8,person,0,270,48,447,0.699314534664154,10.51189802081432,3.0940095503128098
40,12,car,35,305,145,405,0.8046687841415405,29.017236257093817,0.034469100999508014
40,13,bus,565,273,608,351,0.7550484538078308,2.0615528128088303,-0.24497866312686414
40,17,car,244,319,265,354,0.3059205412864685,0.0,0
41,1,car,245,311,351,397,0.8829095959663391,3.5355339059327378,2.999695598985629
41,2,car,385,303,437,366,0.6819811463356018,0.7071067811865476,0
41,3,person,602,276,639,402,0.8170708417892456,1.4142135623730951,0.7853981633974483
41,4,motorcycle,0,337,47,479,0.5383235812187195,6.4031242374328485,2.4668517113662407
41,5,bus,434,169,549,381,0.9299769401550293,1.5811388300841898,-2.819842099193151
41,8,person,0,279,32,464,0.5878515839576721,7.280109889280518,2.8632929945846817
41,12,car,30,306,153,404,0.8209465742111206,1.5811388300841898,2.819842099193151
41,13,bus,564,274,607,352,0.7993668913841248,0.5,0
42,1,car,241,312,348,398,0.8834293484687805,3.3541019662496847,2.677945044588987
42,2,car,384,302,436,366,0.6612430214881897,2.23606797749979,2.677945044588987
42,3,person,602,277,638,403,0.8297054171562195,0.0,0
42,5,bus,433,169,548,382,0.938842236995697,1.118033988749895,2.0344439357957027
42,12,car,33,308,160,407,0.7529152035713196,1.5,0.0
42,13,bus,566,274,606,352,0.7754420638084412,1.4142135623730951,2.356194490192345
43,1,car,237,312,344,400,0.889983594417572,3.640054944640259,2.8632929945846817
43,2,truck,382,302,433,367,0.33532509207725525,1.118033988749895,-2.677945044588987
43,3,person,602,273,639,404,0.8436352610588074,1.118033988749895,2.0344439357957027
43,5,bus,432,168,547,383,0.939739465713501,1.118033988749895,2.677945044588987
43,6,person,12,305,40,378,0.7166745662689209,0.0,0
43,12,car,41,308,164,405,0.6789299249649048,5.5901699437494745,0.4636476090008061
43,13,bus,566,274,607,352,0.7907983660697937,0.5,0
44,1,car,231,312,341,402,0.9095728993415833,4.123105625617661,2.896613990462929
44,2,car,382,303,432,368,0.5641765594482422,2.5495097567963922,2.9441970937399127
44,3,person,601,273,638,406,0.8209426403045654,1.5811388300841898,-1.2490457723982544
44,5,bus,428,167,547,384,0.9447317123413086,1.0,0
44,6,person,13,305,40,379,0.6873185634613037,14.705441169852742,-1.2597980461893556
44,12,car,48,309,168,405,0.7993934750556946,6.082762530298219,-0.16514867741462683
44,13,bus,566,275,605,353,0.7313005328178406,0.5,0
45,1,car,226,312,338,403,0.891944408416748,4.6097722286464435,2.922923707715851
45,2,truck,379,303,429,368,0.41208013892173767,1.118033988749895,2.0344439357957027
45,3,person,600,273,637,407,0.8213825821876526,1.4142135623730951,2.356194490192345
45,5,bus,426,166,547,387,0.9395987391471863,2.0,3.141592653589793
45,6,person,13,305,38,379,0.6817423701286316,0.7071067811865476,0
45,12,car,55,308,176,403,0.7681093811988831,5.522680508593631,0.09065988720074511
45,13,bus,565,276,605,354,0.7264849543571472,1.4142135623730951,2.356194490192345
46,1,car,221,312,334,405,0.8875559568405151,4.031128874149275,3.017237659043032
46,2,truck,377,303,427,370,0.33166196942329407,3.0,3.141592653589793
46,3,person,599,275,637,409,0.877819299697876,1.118033988749895,2.677945044588987
46,5,bus,424,165,545,388,0.9346621632575989,1.4142135623730951,2.356194490192345
46,6,person,12,304,38,379,0.7214290499687195,1.0,0
46,12,car,61,309,179,402,0.779577374458313,7.648529270389178,-0.19739555984988075
46,13,bus,564,277,604,355,0.7800672054290771,1.118033988749895,2.0344439357957027
47,1,car,215,313,330,407,0.8651561141014099,4.6097722286464435,2.922923707715851
47,2,truck,376,304,425,371,0.35562315583229065,2.23606797749979,2.677945044588987
47,3,person,598,277,637,410,0.8754653930664062,2.0615528128088303,1.8157749899217608
47,5,bus,421,165,544,388,0.9315013885498047,2.0,3.141592653589793
47,6,person,11,304,38,380,0.7444189786911011,0.7071067811865476,0
47,12,car,69,311,184,402,0.7909074425697327,4.5,0.0
47,13,bus,564,278,604,357,0.7690259218215942,1.4142135623730951,2.356194490192345
48,1,car,211,313,327,409,0.8472606539726257,5.220153254455275,2.8501358591119264
